Driver,Effect,Software_Addressable,Proposed_Product,Rank,TAM_USD,Penetration,Margin,Potential_Revenue_USD,Potential_Profit_USD,Derivative_Coefficient
Consumer Spending,7.964284115627479,True,Budget Quantum Simulator,72,5000000000.0,0.04813479364924948,0.2857592078564113,240673968.2462474,68774802.51770675,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Platform,73,5000000000.0,0.034204682031708615,0.24004634946378406,171023410.15854308,41053545.28140571,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Dashboard,74,5000000000.0,0.029947069920276563,0.2781008603707307,149735349.60138282,41641529.55205671,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Marketplace,75,5000000000.0,0.0331673438091514,0.20324181198204957,165836719.045757,33704955.272017725,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge SaaS,76,5000000000.0,0.044788757725830734,0.334424115775965,223943788.62915367,74892203.49582432,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Coach,77,5000000000.0,0.024207472669958322,0.28310542153085744,121037363.34979162,34266333.77212631,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Assistant,78,5000000000.0,0.023257272234063306,0.30083601395597176,116286361.17031653,34983125.371922515,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge App,79,5000000000.0,0.02843701351517025,0.2989133952037853,142185067.57585126,42501021.296377346,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Service,80,5000000000.0,0.04180983842860648,0.31529712378764857,209049192.1430324,65912609.01282962,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Studio,81,5000000000.0,0.023232228378676896,0.3374017767706412,116161141.89338449,39192975.66653449,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Hub,82,5000000000.0,0.026906419726846424,0.20561188342642697,134532098.63423213,27661398.181494314,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Exchange,83,5000000000.0,0.0366455740817445,0.2556383425793658,183227870.4087225,46840069.10563264,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Network,84,5000000000.0,0.044893692293972394,0.3212377208096453,224468461.46986198,72107736.95622614,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Analytics,85,5000000000.0,0.02951416678468146,0.3429349092604618,147570833.9234073,50607190.54101435,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Engine,86,5000000000.0,0.028727535144203557,0.2772585693847572,143637675.72101778,39824776.480161056,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge API,87,5000000000.0,0.027678952717028082,0.3404065355073445,138394763.5851404,47110482.004375644,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Toolkit,88,5000000000.0,0.024938234527460544,0.20673659290884935,124691172.63730273,25778228.19684511,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge OS,89,5000000000.0,0.033052911800091136,0.34885633460837556,165264559.00045568,57653588.29356859,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge System,90,5000000000.0,0.04675031798764742,0.3122912029185424,233751589.9382371,72998565.20593391,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Portal,91,5000000000.0,0.04672377472635575,0.3340169959546795,233618873.63177875,78032674.36880262,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Bot,92,5000000000.0,0.03556575081159347,0.24738935777461896,177828754.05796736,43992941.26026121,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Planner,93,5000000000.0,0.04316037296332964,0.29924918947516416,215801864.81664822,64578533.13361093,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Tracker,94,5000000000.0,0.0312097318662113,0.2141700002092273,156048659.3310565,33420941.40158201,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Optimizer,95,5000000000.0,0.04240368834047078,0.23936907738842972,212018441.7023539,50750658.77962502,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Edge Simulator,96,5000000000.0,0.04810439451601338,0.23614558625085272,240521972.5800669,56798202.22113142,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Platform,97,5000000000.0,0.023682737972344582,0.32466690081873595,118413689.86172292,38445005.70191655,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Dashboard,98,5000000000.0,0.02459852949873482,0.22689024622366089,122992647.49367411,27905832.07353965,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Marketplace,99,5000000000.0,0.03798148374562531,0.33118430612561967,189907418.72812653,62894356.69958209,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud SaaS,100,5000000000.0,0.025893039971437198,0.2465485509350142,129465199.85718599,31919457.421301216,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Coach,101,5000000000.0,0.04332214514723533,0.3457739639091451,216610725.73617664,74898349.26303448,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Assistant,102,5000000000.0,0.03502223558607027,0.22158462538268764,175111177.93035135,38801944.76201806,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud App,103,5000000000.0,0.020418088631246046,0.2344484044998283,102090443.15623023,23934941.512658592,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Service,104,5000000000.0,0.023954666533595632,0.30164880104192865,119773332.66797817,36129482.19609168,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Studio,105,5000000000.0,0.023654975138855935,0.27594948974309497,118274875.69427967,32637891.59726446,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Hub,106,5000000000.0,0.04082787306928659,0.28716749138313535,204139365.34643295,58622189.43908051,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Exchange,107,5000000000.0,0.025993269549801728,0.3206186789273394,129966347.74900864,41669638.72029834,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Network,108,5000000000.0,0.04146221388847405,0.3108476005873313,207311069.44237024,64442148.5113544,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Analytics,109,5000000000.0,0.023931732546719396,0.2185630705475517,119658662.73359698,26152964.744668853,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Engine,110,5000000000.0,0.047826876530195225,0.25963672907374113,239134382.65097612,62088068.92056783,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud API,111,5000000000.0,0.029028460753428194,0.27328760680273,145142303.76714095,39665592.842356816,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Toolkit,112,5000000000.0,0.03988592638290747,0.3433434885570455,199429631.91453737,68472865.54318476,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud OS,113,5000000000.0,0.028593386806461653,0.33872126439680406,142966934.03230825,48425940.66235793,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud System,114,5000000000.0,0.02074578474158769,0.2832797063490237,103728923.70793845,29384299.047885086,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Portal,115,5000000000.0,0.039019253350432555,0.21588461056261302,195096266.75216278,42118281.57001033,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Bot,116,5000000000.0,0.02421018791191738,0.2628671478974456,121050939.5595869,31820315.232334677,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Planner,117,5000000000.0,0.04898695736429545,0.2894063829851559,244934786.82147726,70885690.72124396,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Tracker,118,5000000000.0,0.047990696648006335,0.3206541373419456,239953483.2400317,76942077.17052735,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Optimizer,119,5000000000.0,0.03402144804665874,0.31771451738782813,170107240.2332937,54045539.73489625,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Cloud Simulator,120,5000000000.0,0.020535103519309632,0.21637159951486026,102675517.59654817,22216065.973381307,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Platform,121,5000000000.0,0.044882858446482085,0.31952256324877426,224414292.23241043,71705429.88375928,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Dashboard,122,5000000000.0,0.02697922225899301,0.27961543858985805,134896111.29496506,37719035.32380796,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Marketplace,123,5000000000.0,0.038180474621000327,0.3301608430664017,190902373.10500163,63028488.447724104,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile SaaS,124,5000000000.0,0.03809321472016177,0.2618857353910521,190466073.60080886,49880347.75199408,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Coach,125,5000000000.0,0.03122552130221548,0.2638823129560265,156127606.5110774,41199313.922431484,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Assistant,126,5000000000.0,0.039557930767399226,0.33012359476284875,197789653.83699614,65295031.53156865,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile App,127,5000000000.0,0.033616906462288994,0.23717593444270374,168084532.31144497,39865606.01633179,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Service,128,5000000000.0,0.027099870889927435,0.31190214203651695,135499354.44963717,42262538.89740709,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Studio,129,5000000000.0,0.04449706290271731,0.21579171197811875,222485314.51358655,48010486.90887703,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Hub,130,5000000000.0,0.021996765708655344,0.2891650495634678,109983828.54327673,31803479.231896557,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Exchange,131,5000000000.0,0.024385197325780948,0.3236996285684512,121925986.62890474,39467396.58461841,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Network,132,5000000000.0,0.02931004021772223,0.2215807899456714,146550201.08861116,32472709.323911455,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Analytics,133,5000000000.0,0.04762911417462351,0.22482975841029174,238145570.87311757,53542211.16588403,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Engine,134,5000000000.0,0.028541602470138067,0.2230420092788088,142708012.35069034,31829881.814883035,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile API,135,5000000000.0,0.02346470190996065,0.20317220245046602,117323509.54980324,23836875.83445181,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Toolkit,136,5000000000.0,0.021661862274927803,0.22619622064037792,108309311.37463902,24499156.893105242,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile OS,137,5000000000.0,0.021601457978815262,0.2886715724166457,108007289.89407632,31178634.206183497,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile System,138,5000000000.0,0.04042143580398519,0.25904456852480423,202107179.01992595,52354766.98498208,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Portal,139,5000000000.0,0.029539732908561482,0.2756789355533345,147698664.5428074,40717410.62381017,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Bot,140,5000000000.0,0.04625014826703826,0.32766974402333093,231250741.33519128,75773871.21850765,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Planner,141,5000000000.0,0.021304251860383757,0.22722476143947862,106521259.30191879,24204267.73311134,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Tracker,142,5000000000.0,0.02710234613313188,0.23740813637483177,135511730.6656594,32171587.43426234,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Optimizer,143,5000000000.0,0.03713697955228318,0.26243936385547884,185684897.7614159,48731026.44607562,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Mobile Simulator,144,5000000000.0,0.02147762359782782,0.25604212076893573,107388117.9891391,27495881.47532387,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Platform,145,5000000000.0,0.03571258846152912,0.2152507854355574,178562942.3076456,38435813.581404835,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Dashboard,146,5000000000.0,0.04500375661365679,0.20779427996976566,225018783.06828395,46757616.00734696,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Marketplace,147,5000000000.0,0.047745256070541864,0.21486697123698134,238726280.35270932,51294392.81405714,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure SaaS,148,5000000000.0,0.04530724854793258,0.33539797158914253,226536242.73966292,75979796.30630855,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Coach,149,5000000000.0,0.04938712041759778,0.32030388204103905,246935602.0879889,79094431.96292415,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Assistant,150,5000000000.0,0.04338432622313987,0.29637249139933214,216921631.11569935,64289604.2521667,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure App,151,5000000000.0,0.043369890637343866,0.22018283126197208,216849453.18671933,47746526.56026234,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Service,152,5000000000.0,0.03608204107842912,0.2771334305285622,180410205.3921456,49997699.122687824,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Studio,153,5000000000.0,0.045727164323676725,0.2694199048390274,228635821.61838362,61599041.303217754,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Hub,154,5000000000.0,0.03155268488301061,0.29593449068556654,157763424.41505304,46687638.65307959,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Exchange,155,5000000000.0,0.02799389952502538,0.22096526164309355,139969497.6251269,30928396.664788526,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Network,156,5000000000.0,0.03433631822071237,0.26253340528923275,171681591.10356185,45072152.73789174,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Analytics,157,5000000000.0,0.026977098215866212,0.2551267715172692,134885491.07933107,34412899.86359115,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Engine,158,5000000000.0,0.030991773494787423,0.24912433466188183,154958867.47393712,38604024.75940331,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure API,159,5000000000.0,0.03138392239180787,0.30286150181839183,156919611.95903936,47524909.34267394,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Toolkit,160,5000000000.0,0.028906294237138558,0.34232868900730107,144531471.1856928,49477269.05129472,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure OS,161,5000000000.0,0.047490440586145335,0.2721365642450118,237452202.93072668,64619426.67797729,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure System,162,5000000000.0,0.029850836150140662,0.28031521847450047,149254180.7507033,41838218.28536598,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Portal,163,5000000000.0,0.045456814663208736,0.2978881010840153,227284073.31604367,67705221.00675637,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Bot,164,5000000000.0,0.04413175483841232,0.27990834140986104,220658774.1920616,61764231.50163301,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Planner,165,5000000000.0,0.03898752887802862,0.24322334212736926,194937644.39014313,47413385.37500723,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Tracker,166,5000000000.0,0.04204679486930872,0.23036068896885775,210233974.3465436,48429643.175130956,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Optimizer,167,5000000000.0,0.04084394386455495,0.3291078602488841,204219719.32277474,67210314.84694609,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Secure Simulator,168,5000000000.0,0.023963085119046316,0.29215696108128797,119815425.59523158,35004910.63256402,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Green Platform,169,5000000000.0,0.02285287244689804,0.30885734424071404,114264362.2344902,35291387.46110359,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Green Dashboard,170,5000000000.0,0.022534796564705608,0.34039097340509394,112673982.82352804,38353206.69072954,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Green Marketplace,171,5000000000.0,0.024122237901134064,0.3438320368863621,120611189.50567032,41469990.95902165,0.8797755709123376
Consumer Spending,7.964284115627479,True,Budget Green SaaS,172,5000000000.0,0.044026525282552895,0.28905230066995313,220132626.41276446,63629842.11712886,0.8797755709123376
